startup_id,company_age_years,founder_count,employees_size_numeric,funding_rounds,investor_count,total_funding_usd,funding_per_round,employee_size_category,city,state,primary_industry,startup_stage,launch_year,last_funding_date,success_label,success_score,risk_level,estimated_revenue_usd,growth_rate_percent,is_active
ST_01827,4.099597878769834,4,2,4,6,18332270993.65359,4583067748.413398,Small (1-10),Mumbai,Maharashtra,HealthTech,Scale Stage,2019,2025-08-21,Low,45,High Risk,102634.6097726186,5.581658381196208,True
ST_01828,10.285989104334766,2,2,8,10,1108140107.7974148,138517513.47467685,Small (1-10),Mumbai,Maharashtra,Media,Scale Stage,2013,2025-08-09,Low,38,High Risk,113161.11709649245,20.117874059650273,True
ST_01829,10.64832466941508,4,2,8,13,1022673419.2818323,127834177.41022904,Small (1-10),Kolkata,West Bengal,E-commerce,Scale Stage,2013,2025-11-18,Low,45,High Risk,79891.56467490752,29.471754573996446,True
ST_01830,15.0,2,2,8,13,2705680557.429625,338210069.6787031,Small (1-10),Bengaluru,Karnataka,SaaS,Scale Stage,2009,2025-08-11,Low,41,High Risk,162158.82951692867,23.326605061954414,True
ST_01831,8.209538926026323,4,2,8,15,12564645386.321203,1570580673.2901504,Small (1-10),Mumbai,Maharashtra,Media,Scale Stage,2015,2025-11-03,Low,30,High Risk,115173.32312226394,34.38134459734855,True
ST_01832,4.444028351711206,1,2,5,9,22657120534.975693,4531424106.995138,Small (1-10),Ahmedabad,Gujarat,E-commerce,Scale Stage,2019,2025-08-03,Low,46,High Risk,147850.4655075033,33.78002720168507,False
ST_01833,15.0,1,2,8,11,110106537193.8614,13763317149.232676,Small (1-10),Pune,Maharashtra,EdTech,Scale Stage,2009,2025-12-18,Low,41,High Risk,93348.41684143158,28.960606984531722,True
ST_01834,5.272897514147692,3,2,8,10,252213240.6029322,31526655.075366527,Small (1-10),Pune,Maharashtra,Manufacturing,Scale Stage,2018,2024-09-08,Low,36,High Risk,192900.21626275493,32.11593102964069,True
ST_01835,15.0,1,2,7,14,5519312232.232671,788473176.0332386,Small (1-10),Mumbai,Maharashtra,E-commerce,Scale Stage,2009,2025-12-31,Low,27,High Risk,140207.8062656634,14.789826466035477,True
ST_01836,15.0,2,2,8,12,43174470370.92269,5396808796.365336,Small (1-10),Chennai,Tamil Nadu,Manufacturing,Scale Stage,2009,2025-12-29,Low,27,High Risk,153708.7716240968,23.81985133259156,False
ST_01837,7.8935840589536,1,2,8,12,13213973789.05759,1651746723.6321988,Small (1-10),Mumbai,Maharashtra,HealthTech,Scale Stage,2016,2025-02-17,Low,48,High Risk,120532.16175871974,37.37384410655656,True
ST_01838,14.148759303250262,1,2,8,13,37425609073.14766,4678201134.143457,Small (1-10),Delhi NCR,Delhi,E-commerce,Scale Stage,2009,2024-09-29,Low,26,High Risk,148136.42474959558,27.9960216194629,True
ST_01839,15.0,1,2,7,10,33367182847.87718,4766740406.839597,Small (1-10),Hyderabad,Telangana,HealthTech,Scale Stage,2009,2025-08-02,Low,24,High Risk,181081.95813856064,7.488788105288778,True
ST_01840,5.983762427501962,1,2,6,11,61562908455.29756,10260484742.549593,Small (1-10),Mumbai,Maharashtra,E-commerce,Scale Stage,2018,2024-12-29,Low,22,High Risk,138804.3443390522,17.526948731458234,True
ST_01841,6.5712199804188485,3,2,5,7,17789707847.3646,3557941569.4729204,Small (1-10),Hyderabad,Telangana,AI/ML,Scale Stage,2017,2025-11-21,Low,35,High Risk,118369.8614568313,35.9625545080913,True
ST_01842,8.89992477194225,3,2,8,15,6766304214.946128,845788026.868266,Small (1-10),Mumbai,Maharashtra,FinTech,Scale Stage,2015,2025-04-13,Low,39,High Risk,105317.97446486297,22.165896550066975,True
ST_01843,6.7177091035206695,4,2,8,14,3728759700.527058,466094962.56588227,Small (1-10),Bengaluru,Karnataka,E-commerce,Scale Stage,2017,2025-12-29,Low,23,High Risk,154984.23198915366,13.57398804629447,True
ST_01844,12.471459852414155,2,2,2,6,4246471697.2712727,2123235848.6356363,Small (1-10),Bengaluru,Karnataka,SaaS,Scale Stage,2011,2025-09-04,Low,30,High Risk,132693.41032334784,32.47124110859265,True
ST_01845,8.000465393267149,2,2,5,8,1533401268.94117,306680253.788234,Small (1-10),Ahmedabad,Gujarat,AgriTech,Scale Stage,2015,2025-10-08,Low,48,High Risk,148909.28407428184,30.45033724727915,True
ST_01846,3.9065293938166143,1,2,3,8,5734331831.662127,1911443943.8873756,Small (1-10),Chennai,Tamil Nadu,HealthTech,Growth Stage,2020,2025-12-18,Low,44,High Risk,66823.74438609547,72.37612359875102,True
ST_01847,15.0,3,2,8,13,3450154228.8078055,431269278.6009757,Small (1-10),Delhi NCR,Delhi,FinTech,Scale Stage,2009,2025-06-17,Low,24,High Risk,176111.9101640785,24.673604940806925,True
ST_01848,14.27410730589993,2,2,5,13,5066958841.919672,1013391768.3839344,Small (1-10),Hyderabad,Telangana,HealthTech,Scale Stage,2009,2024-12-18,Low,23,High Risk,136668.43462286043,11.59237475333536,True
ST_01849,13.063698625473796,3,2,8,14,5268672409.032654,658584051.1290817,Small (1-10),Delhi NCR,Delhi,E-commerce,Scale Stage,2010,2025-06-09,Low,20,High Risk,151567.75045562285,34.621858823760846,True
ST_01850,7.991134597741109,1,2,8,11,34096123212.957718,4262015401.6197147,Small (1-10),Hyderabad,Telangana,SaaS,Scale Stage,2016,2025-11-04,Low,49,High Risk,78090.84682992878,23.061173202220793,True
ST_01851,15.0,1,2,7,14,9165038874.179005,1309291267.739858,Small (1-10),Chennai,Tamil Nadu,DeepTech,Scale Stage,2009,2026-01-01,Low,27,High Risk,161899.7327586545,21.28763422198998,True
ST_01852,5.292200526809057,5,2,8,13,6504991988.131635,813123998.5164543,Small (1-10),Hyderabad,Telangana,E-commerce,Scale Stage,2018,2024-09-03,Low,38,High Risk,128021.3214580193,28.421458300294617,True
ST_01853,8.889650246465369,1,2,7,16,136510819328.21071,19501545618.315815,Small (1-10),Mumbai,Maharashtra,HealthTech,Scale Stage,2015,2025-12-02,Low,48,High Risk,160775.1520459987,30.722299614055636,True
ST_01854,3.7062418871063123,1,2,1,3,20834919467.257175,20834919467.257175,Small (1-10),Hyderabad,Telangana,E-commerce,Growth Stage,2020,2025-01-31,Low,43,High Risk,148172.91044980325,96.88267637791695,True
ST_01855,13.986534143220322,2,2,8,12,35556680468.314156,4444585058.539269,Small (1-10),Delhi NCR,Delhi,EdTech,Scale Stage,2010,2025-12-05,Low,40,High Risk,186015.4546366091,18.621613269935608,True
ST_01856,11.42791671119986,4,2,8,11,27969928628.07153,3496241078.508941,Small (1-10),Mumbai,Maharashtra,FinTech,Scale Stage,2012,2025-02-09,Low,25,High Risk,82385.51254747996,25.069258764099338,True
ST_01857,15.0,4,2,8,14,29738360808.65689,3717295101.0821114,Small (1-10),Ahmedabad,Gujarat,FinTech,Scale Stage,2009,2025-10-31,Low,44,High Risk,54802.885641532164,16.64368140176626,True
ST_01858,15.0,2,2,8,10,10114352728.131649,1264294091.0164561,Small (1-10),Bengaluru,Karnataka,FinTech,Scale Stage,2009,2026-01-13,Low,26,High Risk,172549.1357887985,27.249424677493124,True
ST_01859,11.36128354995068,3,2,4,6,3814864051.3392563,953716012.8348141,Small (1-10),Chennai,Tamil Nadu,HealthTech,Scale Stage,2012,2025-11-13,Low,46,High Risk,105841.04347058357,31.802904791638785,True
ST_01860,12.470093380799312,3,2,8,12,8841790092.430817,1105223761.553852,Small (1-10),Mumbai,Maharashtra,FinTech,Scale Stage,2011,2025-07-06,Low,23,High Risk,125270.93181689823,12.59620997433797,True
ST_01861,10.246307616016987,3,2,1,8,2256778914.1618967,2256778914.1618967,Small (1-10),Hyderabad,Telangana,HealthTech,Scale Stage,2013,2025-05-17,Low,42,High Risk,172665.82818335458,21.08728598985735,True
ST_01862,15.0,1,2,8,12,15126889718.675005,1890861214.8343756,Small (1-10),Bengaluru,Karnataka,FinTech,Scale Stage,2009,2025-11-21,Low,28,High Risk,74252.49870382914,34.893625593646284,True
ST_01863,15.0,4,2,8,11,6275079659.6541195,784384957.4567649,Small (1-10),Delhi NCR,Delhi,Logistics,Scale Stage,2009,2025-03-13,Low,46,High Risk,117596.62474100271,15.894019250544302,True
ST_01864,6.626477416641355,1,2,4,6,1085099591.04182,271274897.760455,Small (1-10),Bengaluru,Karnataka,E-commerce,Scale Stage,2017,2025-12-03,Low,29,High Risk,69008.70692788504,10.743496354400492,True
ST_01865,15.0,2,2,8,10,385175304311.48987,48146913038.93623,Small (1-10),Pune,Maharashtra,SaaS,Scale Stage,2009,2025-04-09,Low,44,High Risk,97010.02002992896,36.858398429761735,True
ST_01866,14.088237351301899,3,2,8,12,176661913386.86655,22082739173.35832,Small (1-10),Delhi NCR,Delhi,EdTech,Scale Stage,2009,2025-12-07,Low,31,High Risk,113756.41471577478,6.420078680174104,True
ST_01867,15.0,3,2,6,9,2973560049.96599,495593341.66099834,Small (1-10),Mumbai,Maharashtra,FinTech,Scale Stage,2009,2025-11-24,Low,44,High Risk,145607.8210144759,39.07821848245763,True
ST_01868,11.71422546174196,4,2,8,13,3006084609.7338104,375760576.2167263,Small (1-10),Delhi NCR,Delhi,E-commerce,Scale Stage,2012,2025-10-29,Low,37,High Risk,112130.69825391413,32.72088814171663,False
ST_01869,15.0,2,2,8,11,6850900802.255916,856362600.2819895,Small (1-10),Mumbai,Maharashtra,HealthTech,Scale Stage,2009,2024-02-28,Low,21,High Risk,171979.76197025896,7.2182959709107335,True
ST_01870,8.835887055199263,2,2,8,13,9182894117.407166,1147861764.6758957,Small (1-10),Hyderabad,Telangana,E-commerce,Scale Stage,2015,2025-01-21,Low,42,High Risk,156391.37122510665,26.80588981189637,True
ST_01871,15.0,1,2,6,16,1931703679.2643666,321950613.21072775,Small (1-10),Mumbai,Maharashtra,FinTech,Scale Stage,2009,2025-07-13,Low,36,High Risk,195855.78380562662,17.653685017602996,True
ST_01872,2.6834953838512376,1,2,3,7,126103545.45613076,42034515.15204359,Small (1-10),Mumbai,Maharashtra,E-commerce,Growth Stage,2021,2025-09-20,Low,41,High Risk,170932.05438457616,98.74468128898545,True
ST_01873,8.274815042721134,1,2,8,10,182475034225.2677,22809379278.158463,Small (1-10),Mumbai,Maharashtra,FinTech,Scale Stage,2015,2025-10-01,Low,45,High Risk,103371.096135455,7.719371650881062,True
ST_01874,4.519660256305835,3,2,6,7,62427501074.092735,10404583512.34879,Small (1-10),Ahmedabad,Gujarat,FinTech,Scale Stage,2019,2025-11-25,Low,45,High Risk,197121.97080625576,18.849980909231874,True
ST_01875,8.331780569923545,2,2,8,13,77882177999.42566,9735272249.928207,Small (1-10),Chennai,Tamil Nadu,SaaS,Scale Stage,2015,2024-07-11,Low,42,High Risk,173832.89357780048,23.382512152322843,True
ST_01876,13.457969734649907,2,2,8,11,51301115.009761736,6412639.376220217,Small (1-10),Hyderabad,Telangana,AI/ML,Scale Stage,2010,2025-11-05,Low,38,High Risk,173831.0863459446,5.667183108792237,True
ST_01877,6.805419491977051,4,2,6,10,22477917286.040157,3746319547.6733594,Small (1-10),Chennai,Tamil Nadu,DeepTech,Scale Stage,2017,2025-09-30,Low,47,High Risk,69114.83055428002,7.327247542853069,True
ST_01878,8.412245697212231,2,2,8,12,11251020958.982443,1406377619.8728054,Small (1-10),Delhi NCR,Delhi,E-commerce,Scale Stage,2015,2026-01-07,Low,34,High Risk,131611.39891717123,19.96051638869919,True
ST_01879,8.00353409451989,2,2,8,17,339706512.9039197,42463314.11298996,Small (1-10),Chennai,Tamil Nadu,HealthTech,Scale Stage,2015,2026-01-20,Low,43,High Risk,79823.99083556759,33.15797959839787,True
ST_01880,10.588326455014045,1,2,6,9,1027168630.3342088,171194771.72236815,Small (1-10),Bengaluru,Karnataka,SaaS,Scale Stage,2013,2025-08-02,Low,41,High Risk,74079.54905468276,22.04381040660259,True
ST_01881,15.0,2,2,8,10,17044205987.207304,2130525748.400913,Small (1-10),Hyderabad,Telangana,E-commerce,Scale Stage,2009,2025-01-21,Low,43,High Risk,85283.73954933955,28.443755914436647,True
ST_01882,15.0,1,2,8,10,10615036399.797325,1326879549.9746656,Small (1-10),Hyderabad,Telangana,E-commerce,Scale Stage,2009,2025-08-25,Low,49,High Risk,172663.03814131717,26.68943830666393,True
ST_01883,6.050199307333953,2,2,5,11,23763083428.159683,4752616685.631937,Small (1-10),Ahmedabad,Gujarat,Manufacturing,Scale Stage,2017,2025-05-26,Low,34,High Risk,181537.20836116353,31.096757159556567,True
ST_01884,15.0,3,2,8,14,19119983304.02912,2389997913.00364,Small (1-10),Mumbai,Maharashtra,HealthTech,Scale Stage,2009,2025-05-18,Low,22,High Risk,118024.97931421883,6.208812400342438,False
ST_01885,10.720984948866201,1,2,8,17,5814281483.864739,726785185.4830924,Small (1-10),Mumbai,Maharashtra,Media,Scale Stage,2013,2025-02-03,Low,22,High Risk,133369.2209118777,34.829504900718135,True
ST_01886,10.57747819826293,1,2,8,13,23983384639.252064,2997923079.906508,Small (1-10),Ahmedabad,Gujarat,Manufacturing,Scale Stage,2013,2025-04-30,Low,32,High Risk,86603.19986540105,31.366066788245078,True
ST_01887,12.721309379740418,2,2,8,14,12778736681.954266,1597342085.2442832,Small (1-10),Delhi NCR,Delhi,EdTech,Scale Stage,2011,2025-12-20,Low,36,High Risk,191446.12321642457,31.198137493137438,True
ST_01888,11.872157395729648,1,2,7,11,21125628004.631805,3017946857.8045435,Small (1-10),Bengaluru,Karnataka,AI/ML,Scale Stage,2012,2025-11-22,Low,25,High Risk,65129.03788844554,20.306572901927822,True
ST_01889,15.0,4,2,8,16,101610931337.01427,12701366417.126783,Small (1-10),Bengaluru,Karnataka,AI/ML,Scale Stage,2009,2025-11-07,Low,31,High Risk,131414.96659255482,32.2527672104844,True
ST_01890,10.0417612152586,4,2,8,13,13459610391.404036,1682451298.9255044,Small (1-10),Chennai,Tamil Nadu,SaaS,Scale Stage,2013,2025-07-28,Low,35,High Risk,146169.21804292224,27.03480438694687,True
ST_01891,3.432669482269147,3,2,4,5,65210110488.77318,16302527622.193295,Small (1-10),Bengaluru,Karnataka,AI/ML,Scale Stage,2020,2025-08-14,Low,37,High Risk,156280.71611163366,14.045989156159665,True
ST_01892,15.0,2,2,7,8,2958740782.032306,422677254.5760437,Small (1-10),Delhi NCR,Delhi,EdTech,Scale Stage,2009,2025-11-10,Low,41,High Risk,156862.47546375231,32.726199570601764,True
ST_01893,15.0,2,2,8,11,5355320703.0378895,669415087.8797362,Small (1-10),Bengaluru,Karnataka,SaaS,Scale Stage,2009,2025-07-25,Low,45,High Risk,124727.16417430372,31.489937409838102,True
ST_01894,4.235889691975617,5,2,5,8,3327602850.0725536,665520570.0145108,Small (1-10),Chennai,Tamil Nadu,Manufacturing,Scale Stage,2019,2025-08-01,Low,34,High Risk,144366.21493762612,30.73395645997836,True
ST_01895,10.838867436281586,5,2,6,10,666647481.6450142,111107913.60750236,Small (1-10),Bengaluru,Karnataka,FinTech,Scale Stage,2013,2025-05-27,Low,40,High Risk,64880.23072839693,14.352394352535327,True
ST_01896,15.0,2,2,5,13,9220963986.41336,1844192797.2826722,Small (1-10),Mumbai,Maharashtra,Media,Scale Stage,2009,2025-04-10,Low,34,High Risk,79437.49771770008,36.17630960851706,True
ST_01897,11.040930159676293,2,2,5,5,1889821103.9111528,377964220.78223056,Small (1-10),Chennai,Tamil Nadu,SaaS,Scale Stage,2012,2025-06-21,Low,24,High Risk,61631.96058637499,23.847908797477977,True
ST_01898,15.0,3,2,8,19,8674388529.88061,1084298566.2350762,Small (1-10),Bengaluru,Karnataka,SaaS,Scale Stage,2009,2025-07-16,Low,47,High Risk,106629.98045875155,21.44678102907054,True
ST_01899,15.0,3,2,8,9,1472107615.7820864,184013451.9727608,Small (1-10),Chennai,Tamil Nadu,Manufacturing,Scale Stage,2009,2025-07-31,Low,39,High Risk,117451.09189251992,17.18253663925105,True
ST_01900,11.580300393526125,2,2,8,13,143272005841.33527,17909000730.16691,Small (1-10),Hyderabad,Telangana,SaaS,Scale Stage,2012,2025-08-17,Low,27,High Risk,158574.58712763246,28.644555927060445,True
ST_01901,14.366007265723873,2,2,7,14,8213619515.783066,1173374216.540438,Small (1-10),Mumbai,Maharashtra,E-commerce,Scale Stage,2009,2026-01-10,Low,30,High Risk,165848.55756898795,37.225609764670246,True
ST_01902,15.0,1,2,8,10,507715999.65356356,63464499.956695445,Small (1-10),Mumbai,Maharashtra,E-commerce,Scale Stage,2009,2025-06-13,Low,26,High Risk,189855.79110382995,32.84466356596442,True
ST_01903,15.0,1,2,8,14,44367260245.63064,5545907530.70383,Small (1-10),Chennai,Tamil Nadu,Manufacturing,Scale Stage,2009,2024-01-07,Low,34,High Risk,68851.10104685643,36.83851345297241,True
ST_01904,15.0,3,2,8,10,789787035.5775445,98723379.44719306,Small (1-10),Ahmedabad,Gujarat,FinTech,Scale Stage,2009,2025-04-28,Low,23,High Risk,192409.37908992745,12.559723785171517,True
ST_01905,13.457879463427524,1,2,8,13,2139265292.661125,267408161.58264062,Small (1-10),Mumbai,Maharashtra,HealthTech,Scale Stage,2010,2025-08-30,Low,34,High Risk,63981.603479395366,25.343761756649165,True
ST_01906,6.614693160802162,2,2,8,13,13862641055.842134,1732830131.9802668,Small (1-10),Delhi NCR,Delhi,Logistics,Scale Stage,2017,2025-04-21,Low,23,High Risk,87486.55710592782,30.28611509647189,True
ST_01907,10.155639022020177,3,2,8,11,166887803694.66745,20860975461.83343,Small (1-10),Bengaluru,Karnataka,FinTech,Scale Stage,2013,2025-10-12,Low,21,High Risk,106203.8911401717,26.77031349074567,False
ST_01908,7.16479963139772,1,2,5,9,3255320018.4083457,651064003.6816691,Small (1-10),Mumbai,Maharashtra,HealthTech,Scale Stage,2016,2025-06-21,Low,43,High Risk,127105.1187838943,19.987406683666464,True
ST_01909,14.175564886053117,5,2,5,8,468627960.3545456,93725592.07090911,Small (1-10),Pune,Maharashtra,AI/ML,Scale Stage,2009,2025-08-09,Low,42,High Risk,118044.93495679284,12.267893268981435,True
ST_01910,3.964691470793982,4,2,3,6,1285070499.9558578,428356833.31861925,Small (1-10),Hyderabad,Telangana,SaaS,Growth Stage,2020,2024-10-17,Low,48,High Risk,138707.04707416013,29.613161692352435,True
ST_01911,11.294540937638658,3,2,8,11,20915460709.57369,2614432588.696711,Small (1-10),Bengaluru,Karnataka,SaaS,Scale Stage,2012,2025-12-04,Low,29,High Risk,160343.63911022485,26.16176779763714,True
ST_01912,11.158335926996168,3,2,8,15,1806077517.5173314,225759689.68966642,Small (1-10),Mumbai,Maharashtra,FinTech,Scale Stage,2012,2025-09-17,Low,41,High Risk,115468.27528145653,14.454403275946373,True
ST_01913,15.0,2,2,8,11,1605837814.542318,200729726.81778976,Small (1-10),Mumbai,Maharashtra,Media,Scale Stage,2009,2025-11-15,Low,39,High Risk,79285.98219502039,18.935118197976955,True
ST_01914,3.9482980435534754,1,2,8,10,742415639.4177153,92801954.92721441,Small (1-10),Delhi NCR,Delhi,FinTech,Scale Stage,2020,2025-09-12,Low,37,High Risk,62561.99785243401,31.601528881435186,False
ST_01915,6.9954117820518515,3,2,6,10,7174946281.561523,1195824380.260254,Small (1-10),Ahmedabad,Gujarat,E-commerce,Scale Stage,2017,2025-12-13,Low,21,High Risk,94164.32927905742,13.276113777739381,True
ST_01916,15.0,1,2,5,7,11492073839.638882,2298414767.9277763,Small (1-10),Delhi NCR,Delhi,E-commerce,Scale Stage,2009,2025-05-30,Low,32,High Risk,134736.2592289756,22.78381759380882,True
ST_01917,8.415913901849143,5,2,7,11,20162345558.29878,2880335079.7569685,Small (1-10),Mumbai,Maharashtra,E-commerce,Scale Stage,2015,2023-08-05,Low,39,High Risk,136247.473721913,23.13156735205285,True
ST_01918,4.401396746379611,4,2,4,9,32970188487.486927,8242547121.871732,Small (1-10),Mumbai,Maharashtra,FinTech,Scale Stage,2019,2025-11-28,Low,31,High Risk,93417.87511774183,10.170538338588702,True
ST_01919,7.36191993502132,5,2,8,16,11663987901.860947,1457998487.7326183,Small (1-10),Delhi NCR,Delhi,EdTech,Scale Stage,2016,2025-05-17,Low,23,High Risk,87676.99595571183,17.45922599627761,True
ST_01920,12.316962315511546,2,2,5,5,26203008910.347267,5240601782.069453,Small (1-10),Delhi NCR,Delhi,Logistics,Scale Stage,2011,2025-09-15,Low,30,High Risk,50587.93802903913,31.55497665847571,True
ST_01921,5.356395840976598,1,2,6,12,7413763397.761667,1235627232.9602778,Small (1-10),Bengaluru,Karnataka,E-commerce,Scale Stage,2018,2025-10-24,Low,35,High Risk,198393.63469345207,17.912238406121542,True
ST_01922,15.0,2,2,8,13,747446847.0815647,93430855.88519558,Small (1-10),Mumbai,Maharashtra,HealthTech,Scale Stage,2009,2025-10-22,Low,34,High Risk,65194.38707041869,11.616492817409922,True
ST_01923,11.636941130611905,3,2,8,15,99658223084.00789,12457277885.500986,Small (1-10),Bengaluru,Karnataka,E-commerce,Scale Stage,2012,2026-01-14,Low,27,High Risk,137710.19108618877,11.875494934471376,True
ST_01924,15.0,2,2,7,7,1784236443.5755854,254890920.51079792,Small (1-10),Hyderabad,Telangana,AI/ML,Scale Stage,2009,2025-09-26,Low,31,High Risk,92904.05671855457,17.483865935666948,True
ST_01925,15.0,1,2,8,14,1261701510.302396,157712688.7877995,Small (1-10),Hyderabad,Telangana,AI/ML,Scale Stage,2009,2025-12-08,Low,24,High Risk,70500.93086866722,7.394169299277797,True
ST_01926,15.0,4,2,8,11,248114205.45308414,31014275.681635518,Small (1-10),Delhi NCR,Delhi,FinTech,Scale Stage,2009,2025-12-26,Low,20,High Risk,95344.37350558552,36.02863909243848,True
ST_01927,15.0,1,2,5,10,4649731029.086062,929946205.8172125,Small (1-10),Bengaluru,Karnataka,FinTech,Scale Stage,2009,2025-11-15,Low,21,High Risk,114078.04950903308,16.3701283941128,True
ST_01928,8.022600862572386,5,2,8,12,554552384.8507044,69319048.10633805,Small (1-10),Ahmedabad,Gujarat,Manufacturing,Scale Stage,2015,2025-11-13,Low,44,High Risk,143473.70737329967,10.246558264575764,False
ST_01929,6.8142448807592295,1,2,8,12,5340012238.866438,667501529.8583047,Small (1-10),Ahmedabad,Gujarat,AgriTech,Scale Stage,2017,2025-02-21,Low,21,High Risk,148549.747273347,16.11750425971839,True
ST_01930,9.06238759195074,3,2,5,12,3878104699.8777394,775620939.9755479,Small (1-10),Mumbai,Maharashtra,FinTech,Scale Stage,2014,2025-05-03,Low,22,High Risk,58400.36707150689,38.633128840453004,True
ST_01931,4.102710322039848,1,2,4,8,8252250351.8063545,2063062587.9515886,Small (1-10),Mumbai,Maharashtra,FinTech,Scale Stage,2019,2025-12-18,Low,37,High Risk,63617.57684776092,10.139164815796416,True
ST_01932,15.0,5,2,3,4,635184960.4565334,211728320.1521778,Small (1-10),Bengaluru,Karnataka,E-commerce,Scale Stage,2009,2026-01-20,Low,25,High Risk,80360.50452900465,19.558681378944478,True
ST_01933,6.360001355866275,4,2,6,8,844025522.6680263,140670920.44467106,Small (1-10),Ahmedabad,Gujarat,E-commerce,Scale Stage,2017,2026-01-08,Low,39,High Risk,51458.65140145902,8.626621013602335,True
ST_01934,7.574392761068121,1,2,7,14,22127406014.26414,3161058002.0377345,Small (1-10),Bengaluru,Karnataka,FinTech,Scale Stage,2016,2025-11-16,Low,44,High Risk,175758.45959177404,22.485225744972677,True
ST_01935,7.091859976356671,1,2,6,11,1736880360.6109357,289480060.1018226,Small (1-10),Bengaluru,Karnataka,SaaS,Scale Stage,2016,2025-09-17,Low,20,High Risk,107719.48106010702,19.664297059628773,True
ST_01936,11.201258457337401,1,2,8,11,6466326050.543061,808290756.3178827,Small (1-10),Kolkata,West Bengal,FinTech,Scale Stage,2012,2025-05-23,Low,37,High Risk,113306.94941724274,22.37294345492511,True
ST_01937,15.0,2,2,7,13,3806095464.6832905,543727923.5261843,Small (1-10),Pune,Maharashtra,SaaS,Scale Stage,2009,2025-08-18,Low,34,High Risk,132056.90276380314,24.820956105558775,True
ST_01938,8.357965343059977,2,2,8,11,5152005418.732958,644000677.3416197,Small (1-10),Pune,Maharashtra,AI/ML,Scale Stage,2015,2025-11-22,Low,44,High Risk,112335.09069353995,11.52831569524092,True
ST_01939,7.306431934694364,5,2,8,12,26119820267.227715,3264977533.4034643,Small (1-10),Ahmedabad,Gujarat,FinTech,Scale Stage,2016,2025-04-28,Low,44,High Risk,182983.92121482026,6.030792010686662,True
ST_01940,5.704790455245512,2,2,6,9,23102861727.39234,3850476954.56539,Small (1-10),Bengaluru,Karnataka,E-commerce,Scale Stage,2018,2025-09-07,Low,34,High Risk,142994.3573612971,10.271439399673781,True
ST_01941,10.450266408884268,1,2,8,13,855711576.113632,106963947.014204,Small (1-10),Bengaluru,Karnataka,AI/ML,Scale Stage,2013,2025-02-18,Low,43,High Risk,134381.74445329994,7.533735866906206,True
ST_01942,9.812715580403697,1,2,7,12,1162654308.464731,166093472.63781872,Small (1-10),Pune,Maharashtra,AI/ML,Scale Stage,2014,2025-09-27,Low,25,High Risk,118475.89795155844,37.7752073457426,True
ST_01943,13.178534897663383,5,2,8,11,24372490811.192013,3046561351.3990016,Small (1-10),Bengaluru,Karnataka,SaaS,Scale Stage,2010,2025-10-26,Low,22,High Risk,56055.91363354788,26.071362073590205,True
ST_01944,8.237769696668945,4,2,8,13,2542160935.794907,317770116.9743634,Small (1-10),Mumbai,Maharashtra,E-commerce,Scale Stage,2015,2026-01-17,Low,20,High Risk,122201.071215179,38.87865323090342,True
ST_01945,15.0,1,2,7,12,3985982533.4773836,569426076.2110548,Small (1-10),Bengaluru,Karnataka,AI/ML,Scale Stage,2009,2025-12-29,Low,44,High Risk,63485.67649326755,13.47827165893649,True
ST_01946,6.193459098860554,4,2,3,6,5953881458.012148,1984627152.670716,Small (1-10),Delhi NCR,Delhi,E-commerce,Scale Stage,2017,2025-12-23,Low,41,High Risk,150189.6788062993,11.705829892960764,False
ST_01947,14.525015767787933,5,2,8,9,7396516029.797942,924564503.7247428,Small (1-10),Delhi NCR,Delhi,E-commerce,Scale Stage,2009,2025-10-04,Low,46,High Risk,148734.1093297026,5.264719512421259,True
ST_01948,9.42265545705552,3,2,6,13,455082372.46248853,75847062.07708143,Small (1-10),Mumbai,Maharashtra,E-commerce,Scale Stage,2014,2025-12-25,Low,33,High Risk,189169.4857157769,33.39369314506712,True
ST_01949,2.777705204052602,3,2,4,10,144772435.03096783,36193108.75774196,Small (1-10),Ahmedabad,Gujarat,AgriTech,Scale Stage,2021,2025-03-07,Low,45,High Risk,170610.28580192148,11.895239596327883,False
ST_01950,6.728714028658686,4,2,8,13,6674992317.911094,834374039.7388867,Small (1-10),Ahmedabad,Gujarat,FinTech,Scale Stage,2017,2025-10-29,Low,36,High Risk,92076.74376345713,37.48093326135209,True
ST_01951,4.356387866048082,5,2,8,15,1667042685.705005,208380335.71312562,Small (1-10),Chennai,Tamil Nadu,DeepTech,Scale Stage,2019,2025-02-23,Low,44,High Risk,165782.08717047275,22.36593948169778,True
ST_01952,15.0,5,2,8,13,3022765603.8202963,377845700.47753704,Small (1-10),Chennai,Tamil Nadu,DeepTech,Scale Stage,2009,2025-09-05,Low,42,High Risk,186979.71623688002,19.152938803830992,True
ST_01953,15.0,2,2,8,10,842882571.5606507,105360321.44508134,Small (1-10),Bengaluru,Karnataka,FinTech,Scale Stage,2009,2025-01-01,Low,43,High Risk,102644.57153682785,32.8752312147115,True
ST_01954,4.521956817603399,1,2,3,7,2202644105.257728,734214701.752576,Small (1-10),Mumbai,Maharashtra,E-commerce,Growth Stage,2019,2025-09-29,Low,48,High Risk,51724.363872831935,94.77373751900106,True
